facility-code,facility-name,province,county,district,division,type,owner,sub-location,description-of-location,constituency,nearest-town,beds,cots,town,job-title-of-in-charge,open-24_hours,open-weekends,operational-status
18313,Corner_Clinic,Coast,Taita_Taveta,Voi,Voi,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mwangea,Near_Voi_law_court,VOI,Voi,0,0,VOI,Nursing_Officer_in_Charge,N,N,Operational
19470,Corner_Hse_Med_Laboratory,Nairobi,Nairobi,Starehe,central,Laboratory_(Stand-alone),Private_Practice_-_Unspecified,Central,Located_at_Corner_hse,STAREHE,,0,0,,,N,Y,Operational
16537,Corner_Medical_Clinic,Coast,Mombasa,Kisauni,Kisauni,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Junda,Along_Zakem_road_Vikwatani_near_Blue_Field_Academy,KISAUNI,Mombasa,0,0,Mombasa,Nursing_Officer_in_Charge,N,Y,Operational
12906,Corner_Stone,Nairobi,Nairobi,Roysambu,Kasarani,VCT_Centre_(Stand-Alone),Private_Enterprise_(Institution),,,ROYSAMBU,Nairobi,0,0,,,N,N,Operational
11292,Cornerstone_Medical_Clinic,Coast,Kwale,Matuga,Matuga,Medical_Clinic,Private_Practice_-_Clinical_Officer,Golini,,MATUGA,Kwale,0,0,Kwale,Nursing_Officer_in_Charge,N,N,Operational
18474,Cornerstone_Medical_Clinic_(Nyeri_Central),Central,Nyeri,Nyeri_Central,Municipality,Medical_Clinic,Private_Practice_-_Clinical_Officer,Majengo,Near_the_lower_bus_stage_and_directly_opposite_the_open_air_market,NYERI_TOWN,Nyeri_Town,0,0,Nyeri,Clinical_Officer,N,Y,Operational
18119,Cornestone_Baptist_Clinic,Western,Busia,Samia,Funyula,Medical_Clinic,Other_Faith_Based,Mudoma,"Off_Nambuku_-_Namboboto_Road,_turn_left_within_Baptist_Church_Compound",FUNYULA,Namboboto,0,0,,Nursing_Officer_in_Charge,N,N,Operational
12907,Cotolengo_Centre,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Karen,Off_Lang'ata_rd._near_Karen_hospital,LANG'ATA,Karen_shopping_center,0,0,Nairobi,Nursing_Officer_in_Charge,N,N,Operational
11977,Cottolengo_Mission_Hospital,Eastern,Meru,Meru_Central,Abothuguchi_East,Other_Hospital,Kenya_Episcopal_Conference-Catholic_Secretariat,Gaitu,Along_Marty_weather_road.,CENTRAL_IMENTI,Chaaria_Market,132,4,Meru,Nursing_Officer_in_Charge,Y,Y,Operational
20734,County_Gate_Medical_Clinic,Eastern,Machakos,Yatta,Yatta,Medical_Clinic,Private_Practice_-_Clinical_Officer,Matuu,,YATTA,Matuu,5,3,Matuu,Clinical_Officer,Y,Y,Operational
18546,County_Medical_Centre_-_Embu_Ltd,Eastern,Embu,Manyatta,Central,Nursing_Home,Private_Enterprise_(Institution),Majimbo,Along_Embu_Meru_High_way_Next_to_Embu_Town_Sewage,MANYATTA,Embu,25,4,Embu,Nursing_Officer_in_Charge,Y,Y,Operational
19843,County_Medical_Clinic_(Kangai),Central,Kirinyaga,Kirinyaga_North,,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,,,MWEA,,0,0,,,N,N,Operational
19217,County_Medical_Clinic_and_Lab_Services,North_Eastern,Garissa,Garissa,,Medical_Clinic,Private_Practice_-_Clinical_Officer,,,DUJIS,,0,0,,,N,Y,Operational
19153,County_Medical_Clinic_and_Lab_Sevices,North_Eastern,Wajir,Wajir_East,Central,Medical_Clinic,Private_Practice_-_Clinical_Officer,Wagberi,Next_to_Orahey_Grounds,WAJIR_EAST,Wajir,0,0,Wajir,Clinical_Officer,N,Y,Operational
19842,County_Medical_Health_Clinic_(Wanguru),Central,Kirinyaga,Kirinyaga_South,,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,,,MWEA,,0,0,,,N,N,Operational
18812,County_Medicare_Ltd_(Maralal_Nursing_Home),Rift_Valley,Samburu,Samburu_Central,Kirisia,Dispensary,Private_Practice_-_Clinical_Officer,Maralal,,SAMBURU_WEST,Maralal,10,0,Maralal,Clinical_Officer,Y,Y,Operational
18794,Couple_Counselling_Centre,Nairobi,Nairobi,Kibra,KNH/Golf_Course,VCT_Centre_(Stand-Alone),Non-Governmental_Organizations,KNH,Located_at_KNH_grounds_near_KNH_Police_Post,KIBRA,KNH_Hospital,0,0,Nairobi,,N,N,Operational
11978,Courtesy_Community_Based_Health_Services,Eastern,Machakos,Athi_River,Athi_River,Medical_Clinic,Non-Governmental_Organizations,Syokimau,,KATHIANI,Mlolongo,0,0,Kiengela,,N,N,Not-Operational
11293,Cowdray_Dispensary,Coast,Kilifi,Kilifi_North,Malindi,Dispensary,Ministry_of_Health,Chembe_Kibabamche,Along_Mombasa-Malindi__road_branch_at_Kizingo_stage_Jacaranda_road_5kms_opposite_Mbarakachembe__Primary_School.,MALINDI,Mbarakachembe,0,0,Malindi,Nursing_Officer_in_Charge,N,N,Operational
21234,Cradle_Clinic,Central,Kiambu,Kikuyu,Kikuyu,Medical_Clinic,Private_Practice_-_Clinical_Officer,Muthiga,Muthiga_Shopping_Centre,KABETE,Muthiga,0,0,Nairobi,Clinical_Officer,N,Y,Operational
14398,Crater_Medical_Centre,Rift_Valley,Nakuru,Nakuru,Municipality,Nursing_Home,Private_Practice_-_Medical_Specialist,Lanet,Nairobi_Nakuru_road_next_st_Mary's_pastral_centre,NAKURU_TOWN,Nakuru_Town,25,17,Nakuru,Doctor_In_Charge,N,N,Operational
18549,Creadis_Htc_Centre,Western,Bungoma,Bungoma_South,Kanduyi,VCT_Centre_(Stand-Alone),Non-Governmental_Organizations,Township,Makutano_Near_Wamalwa_Kijana_Secondary_School.,KANDUYI,Makutano,1,0,Bungoma,Hospital_Director,N,N,Operational
21201,Creative_Medical_Services,Central,Kiambu,Kiambu,Municipality,Medical_Clinic,Private_Practice_-_Clinical_Officer,Municipality,"Double_s_building_ground_floor,biashara_street_opposite_police_station_(Kiambu_)",KIAMBAA,Kiambu_Town,0,0,Kiambu,Clinical_Officer,N,Y,Operational
19486,Credible_Health_Centre,Nairobi,Nairobi,Makadara,,Medical_Clinic,Private_Practice_-_General_Practitioner,,,MAKADARA,,0,0,,Nursing_Officer_in_Charge,Y,Y,Operational
19392,Crescent_Medical_Aid_(Jamia_Towers),Nairobi,Nairobi,Starehe,Central,Dispensary,Supreme_Council_for_Kenya_Muslims,Central,Located_at_Jamia_Towers_Bldg(CBD),STAREHE,City_Market,0,0,,,N,Y,Operational
12900,Crescent_Medical_Aid_(Pangani),Nairobi,Nairobi,Starehe,Starehe,Medical_Clinic,Non-Governmental_Organizations,Pangani,Situated_at_Pangani_Shopping_Centre_off_Thika_Rd,STAREHE,Nairobi,0,0,Nairobi,Clinical_Officer,N,N,Operational
19634,Crescent_Medical_Aid_Kenya_Korogocho_Clinic,Nairobi,Nairobi,Ruaraka,Roysambu,Medical_Clinic,Private_Practice_-_General_Practitioner,korogocho,,RUARAKA,near_mosque,0,0,,Clinical_Officer,N,Y,Operational
12899,Crescent_Medical_Aid_Murang'a_Road,Nairobi,Nairobi,Starehe,Starehe,Medical_Clinic,Non-Governmental_Organizations,City_Square,,STAREHE,Nairobi,0,0,Nairobi,Nursing_Officer_in_Charge,N,N,Operational
19685,Crescent-Davina_Med_Clinic,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Private_Practice_-_General_Practitioner,Kipsongo,Within_Kitale_town_on_Kitale_Highview_Hotel_building_ground_floor,SABOTI,Within_Kitale_town,0,0,Kitale,Doctor_In_Charge,N,Y,Operational
19721,Crestwood_Medical_Clinic,Central,Kiambu,Ruiru,Githurai,Medical_Clinic,Private_Practice_-_Clinical_Officer,Theta,Located_at_Ayaan_House_-Kwa_Kairu_Thome_road,JUJA,Ruiru,0,0,Nairobi,Clinical_Officer,N,N,Operational
11979,Crossroad_Nursing_Home,Eastern,Marsabit,Moyale,Central,Medical_Clinic,Private_Enterprise_(Institution),Township,,MOYALE,Moyale,0,0,Moyale,Nursing_Officer_in_Charge,Y,Y,Operational
19301,Crow_Medical_Centre,Nairobi,Nairobi,Roysambu,Kasarani,Medical_Clinic,Private_Practice_-_General_Practitioner,Githurai,just_behind_auncle_sams_bar,ROYSAMBU,just_behind_auncle_sams_bar,0,0,,Medical_Superintendant,N,Y,Operational
20954,Crystal_Cottage_Hospital_&_Medical_Clinic_Ltd,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Other_Hospital,Private_Practice_-_Medical_Specialist,Milimani,"Situated_in_Milimani_estate_along_Meru_Farm_road,_behind_Milimani_Primary_School",SABOTI,Kitale,35,11,Kitale,Hospital_Director,Y,Y,Operational
14399,Crystal_Medical_And_Cottage_Hospital,Rift_Valley,Trans_Nzoia,Trans_Nzoia_West,Central,Medical_Clinic,Private_Enterprise_(Institution),Tuwani,,SABOTI,Kitale,0,0,,,N,N,Operational
16538,Crystal_Medical_Centre,Coast,Mombasa,Kisauni,Kisauni,Medical_Clinic,Private_Practice_-_General_Practitioner,Kongowea,Along_New_Nyali_road_opposite_captain_Andy's,KISAUNI,Mombasa,0,0,Mombasa,Doctor_In_Charge,Y,Y,Operational
10102,Cura_(ACK)_Medical_Clinic,Central,Kiambu,Kikuyu,Kikuyu,Medical_Clinic,Christian_Health_Association_of_Kenya,Cura,Lower_Kabete_Road_At_Kingeero_Junction,KABETE,Wangige,0,0,KIKUYU,Nursing_Officer_in_Charge,N,Y,Operational
17402,Cura_Medical_Clinic,Central,Kiambu,Kikuyu,Kikuyu,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Cura,Behind_Togis_Inn,KABETE,Kikuyu,0,0,Wangige,Nursing_Officer_in_Charge,Y,Y,Operational
17397,Cure_(AIC)_International_Hospital,Central,Kiambu,Lari,Lari,Other_Hospital,Other_Faith_Based,Kijabe,5_km_off_Nakuru_Nairobi_higway_opposite_Kijabe_AIC_Hospital,LARI,Kijabe,30,0,Kijabe,Hospital_Director,Y,Y,Operational
11980,Curran_Dispensary,Eastern,Kitui,Mwingi_East,Nguni,Dispensary,Christian_Health_Association_of_Kenya,Mwasuma,,MWINGI_NORTH,Kithumula,0,0,Mwingi,Nursing_Officer_in_Charge,N,N,Operational
19238,Current_Medical_Ciinic,Eastern,Meru,Igembe_North,Mutuati,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mutuati,,NTONYIRI,Mutuati_Market,0,0,Laare,Clinical_Officer,N,Y,Operational
11981,D_Comboni_Mission,Eastern,Machakos,Masinga,Ndithini,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Ndithini,,MASINGA,Thika,16,5,Thika,Nursing_Officer_in_Charge,N,N,Operational
20739,Daaba_Dispensary,Eastern,Isiolo,Isiolo,Central,Dispensary,Ministry_of_Health,Ngaremara,Near_Daaba_Primary_School,ISIOLO_NORTH,Ngaremara,2,4,Isiolo,Nursing_Officer_in_Charge,N,N,Operational
11296,Daba_(AIC)_Dispensary,Coast,Tana_River,Galole,Galole,Dispensary,Christian_Health_Association_of_Kenya,Daba,,GALOLE,Daba,1,0,Laza,Nursing_Officer_in_Charge,N,N,Operational
11982,Dabel_Health_Centre_(Moyale),Eastern,Marsabit,Moyale,Golbo,Health_Centre,Ministry_of_Health,Dabel,,MOYALE,Moyale,4,0,Moyale,Nursing_Officer_in_Charge,Y,Y,Operational
12908,Dabliu_Clinic,Nairobi,Nairobi,Embakasi_Central,Embakasi,Medical_Clinic,Private_Enterprise_(Institution),Embakasi,,EMBAKASI_CENTRAL,Nairobi,0,0,,,N,N,Operational
13315,Dadaab_Clinic,North_Eastern,Garissa,Dadaab,Dadaab,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Dadaab,,LAGDERA,Modogashe,0,0,,,N,N,Operational
13316,Dadaab_Sub-District_Hospital,North_Eastern,Garissa,Dadaab,Dadaab,Sub-District_Hospital,Ministry_of_Health,Dadaab,along_liboi_garissa_way,LAGDERA,Modogashe,25,4,Dadaab,Medical_Superintendant,N,N,Operational
13317,Dadajabula_Sub_District_Hospital,North_Eastern,Wajir,Habaswein,Benane,Sub-District_Hospital,Ministry_of_Health,Dadajabula,behid_Dadajabula_primary_school_opposite_the_boreholeand_approxiamately_18km_from_kenya_somalia_border,WAJIR_SOUTH,Dadajabula_borehole,0,0,Habaswein,Nursing_Officer_in_Charge,N,N,Operational
20687,Dadhantaly_Dispensary,North_Eastern,Wajir,Eldas,Eldas,Dispensary,Ministry_of_Health,Dadhantalay_,,WAJIR_WEST,Eldas,0,0,Wajir,Nursing_Officer_in_Charge,N,N,Operational
13318,Dagahaley_Hospital,North_Eastern,Garissa,Dadaab,Dadaab,Other_Hospital,Non-Governmental_Organizations,Dadaab,,LAGDERA,Dadaab,0,0,,,N,N,Operational
17006,Dagahley_Dispensary,North_Eastern,Wajir,Habaswein,Sabuli,Dispensary,Ministry_of_Health,Dagahley,along_Diff_Dadaab_road_3_km_from_Dagahley_Refugee_camp_to_the_North,WAJIR_SOUTH,Dagahley_refugee_camp,0,0,Habaswein,Nursing_Officer_in_Charge,N,N,Operational
11297,Dagamra_Dispensary,Coast,Kilifi,Magarini,Marafa,Dispensary,Ministry_of_Health,Bate,Located_on_the_Marikebuni_Barichon_road_Next_to_Bate_chiefs_Office_Oppsite_Sabaki_river,MAGARINI,Bate,0,0,Malindi,Nursing_Officer_in_Charge,N,N,Operational
16186,Dagamra_Medical_Clinic,Coast,Kilifi,Rabai,Rabai,Medical_Clinic,Private_Practice_-_Clinical_Officer,Kaliang'ombe,Next_to_Kaliang'ombe_Primary_School,KALOLENI,Kokotoni,0,0,Mazeras,Clinical_Officer,N,Y,Operational
20377,Dago_Jonyo_Dispensary,Nyanza,Kisumu,Seme,Kombewa,Dispensary,Ministry_of_Health,South_Alungo,Approximately_4_kms_from_Bodi_Market,KISUMU_RURAL,Bodi_Market,0,0,Kombewa,Nursing_Officer_in_Charge,N,N,Operational
11298,Danrose_Clinic,Coast,Kilifi,Malindi,Malindi,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Barani,ALONG__MSA-MALINDI__HIGHWAY__NEXT_TO_FLORIDA__BAR_/RESTUARNT.,MALINDI,Malindi,0,0,Malindi,Nursing_Officer_in_Charge,Y,Y,Operational
13324,Danyere_Health_Centre,North_Eastern,Garissa,Balambala,Danyere,Health_Centre,Ministry_of_Health,Danyere,Sankuri-Danyere_road.,DUJIS,Garissa,0,0,Garissa,Nursing_Officer_in_Charge,N,N,Operational
19703,Dap_Health_Clinic,Nairobi,Nairobi,Embakasi_Central,Kayole,Medical_Clinic,Private_Practice_-_Medical_Specialist,Komarock,Near_Komarock,EMBAKASI_CENTRAL,Komarock,2,1,,Nursing_Officer_in_Charge,N,Y,Operational
13531,Daraja_Medical_Clinic,Nyanza,Kisii,Kisii_Central,Municipality,Medical_Clinic,Private_Enterprise_(Institution),Botori,,KITUTU_CHACHE,Daraja_Mbili,0,0,Kisii,Nursing_Officer_in_Charge,N,N,Operational
18842,Darajani_Medical_Clinic,Coast,Mombasa,Kisauni,Kisauni,Medical_Clinic,Private_Practice_-_Clinical_Officer,Kiembeni,"Along_Karisa_Maitha_Road,about_100_metres_from_Kiembeni-_Utange_junction",KISAUNI,Bamburi,0,0,Mombasa,Clinical_Officer,N,Y,Operational
18276,Darushif_Medical_Clinic,Nairobi,Nairobi,Embakasi_West,Embakasi,Medical_Clinic,Private_Practice_-_Clinical_Officer,Innercore,Near_Umoja_Peacoke_,EMBAKASI_WEST,Umaja_One_Market,0,0,,Clinical_Officer,N,N,Not-Operational
13325,Dasheq_Dispensary,North_Eastern,Wajir,Tarbaj,Tarbaj,Dispensary,Ministry_of_Health,Dasheq,Next_to_Dasheq_Primary_School,WAJIR_EAST,Wajir,0,0,Wajir,,Y,Y,Operational
16498,Dave_Laboratory,Central,Kirinyaga,Kirinyaga_East,Gichugu,Laboratory_(Stand-alone),Private_Enterprise_(Institution),Raimu,Located_in_Kianyaga_town_near_Dave_pharmacy,GICHUGU,Kianyaga,0,0,,Medical_Superintendant,N,N,Operational
11632,David_Kariuki_Medical_Centre,Coast,Kilifi,Malindi,Malindi,Medical_Clinic,Private_Practice_-_Clinical_Officer,Shella,Shella_behind_Old_Market_near_Marereni_Shop,MALINDI,"Malindi_Old_Market,behind_in_Kwa_Jiwa_area_near_mlimawa",4,0,Malindi,Clinical_Officer,Y,Y,Operational
11457,David_Kayanda_Dispensary,Coast,Taita_Taveta,Mwatate,Tausa,Dispensary,Ministry_of_Health,Mraru,,MWATATE,Kulele,0,0,Tausa,Nursing_Officer_in_Charge,N,N,Operational
19596,Dawa_Jema_Medical_Cl,Central,Kiambu,Gatundu_North,Mangu,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mitero,,GATUNDU_NORTH,Mangu,0,0,Gatukuyu,Nursing_Officer_in_Charge,N,Y,Operational
19240,Dawa_Mart_Clinic,Eastern,Meru,Igembe_North,Mutuati,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Mutuati,,NTONYIRI,Mutuati_Market,0,0,LAARE,Nursing_Officer_in_Charge,N,Y,Operational
10104,Dawa_Medical_Clinic_(Nyeri_South),Central,Nyeri,Tetu,Tetu,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Ihururu,,TETU,Ihururu,0,0,Nyeri,,N,N,Operational
11299,Dawida_Maternity_Nursing_Home,Coast,Taita_Taveta,Wundanyi,Wundanyi,Other_Hospital,Private_Enterprise_(Institution),Wundanyi,Nearo_CDF__Wundanyi_Stage_next_to_CDF,WUNDANYI,Wundanyi,0,0,Wundanyi,Nursing_Officer_in_Charge,N,N,Operational
11300,Dawson_Mwanyumba_Dispensary,Coast,Taita_Taveta,Mwatate,Mwatate,Dispensary,Ministry_of_Health,Kishamba,Near_Kishamba_primary_6km_from_Wundanyi_district_office,MWATATE,Mbumbuni,0,0,Wundanyi,Nursing_Officer_in_Charge,N,N,Operational
15863,Day_Light_Clinic,Western,Kakamega,Lugari,Lugari,Medical_Clinic,Private_Enterprise_(Institution),Marakusi,,LUGARI,Makutano,0,0,Makutano,,N,N,Not-Operational
20195,Debomart_Med_Clinic,Nairobi,Nairobi,Makadara,Kamukunji,Medical_Clinic,Private_Practice_-_Medical_Specialist,Bahati,,MAKADARA,"chiefs_Camp,MOW_staff_quarters",0,0,Nairobi,Hospital_Director,N,Y,Operational
13532,Dede_Dispensary,Nyanza,Migori,Awendo,Awendo,Dispensary,Ministry_of_Health,Kanyamgony,Awendo_Dede_Road,RONGO,Dede,8,0,Sare_Awendo,Nursing_Officer_in_Charge,N,N,Operational
20777,Dekaharjey_Dispensary,North_Eastern,Garissa,Fafi,Galmagalla,Dispensary,Ministry_of_Health,,,FAFI,Galmagalla,0,0,,,N,N,Operational
10105,Del_Monte_Dispensary,Central,Kiambu,Thika_East,Thika_Municipality,Dispensary,Company_Medical_Service,Komu,,JUJA,Thika,0,0,,,N,N,Operational
14401,Delamere_Clinic,Rift_Valley,Nakuru,Gilgil,Elementaita,Medical_Clinic,Company_Medical_Service,Mbaruk,Inside_Delamere_Soysambu_Conservancy,NAIVASHA,Gilgil_town,0,0,Naivasha,Nursing_Officer_in_Charge,N,N,Operational
19377,Delight_Chemist_&_Lab,Nairobi,Nairobi,Ruaraka,Ruaraka_,Medical_Clinic,Private_Practice_-_General_Practitioner,mathare_north,Next_to_29/30_stage,RUARAKA,_near_social_Hall,0,0,,Clinical_Officer,N,Y,Operational
10106,Delina_Health_Care,Central,Nyeri,Tetu,Tetu,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kiandu,,TETU,Kiandu,0,0,Nyeri,Nursing_Officer_in_Charge,N,N,Operational
20685,Della_Dispensary,North_Eastern,Wajir,Eldas,Della,Dispensary,Ministry_of_Health,Della,,WAJIR_WEST,Eldas,0,0,,,N/A,N/A,Not-Operational
12915,Delta_Medical_Clinic_Dandora,Nairobi,Nairobi,Embakasi_North,Dandora,Medical_Clinic,Private_Enterprise_(Institution),Dandora,Dandora_Phase_III_Estate_near_Equity_Bank_,EMBAKASI_NORTH,Dandora_phase_III_Market,0,0,,,N,N,Operational
20838,Demanje_Medical_Clinic,Eastern,Makueni,Kilungu,kilungu,Medical_Clinic,Private_Practice_-_Clinical_Officer,,,KAITI,nunguni,3,1,,Clinical_Officer,N,Y,Operational
11302,Dembwa_Dispensary,Coast,Taita_Taveta,Mwatate,Mwatate,Dispensary,Ministry_of_Health,Debwa,,MWATATE,Debwa,0,0,Debwa,Nursing_Officer_in_Charge,N,N,Operational
19105,Dental_Clinic_Dr_Mwiti_Jm,Eastern,Meru,Imenti_North,Mirigamieru_West,Medical_Clinic,Private_Practice_-_General_Practitioner,Township,Located_at_Hart_Building,NORTH_IMENTI,Meru,0,0,,Doctor_In_Charge,N,Y,Operational
19343,Dental_Surgery_Kitengela,Rift_Valley,Kajiado,Isinya,Kitengela,Dental_Clinic,Private_Practice_-_General_Practitioner,Kitengela,Kitengela_Plaza_Namanga_Road,KAJIADO_NORTH,Kitengela,0,0,,,N,Y,Operational
20452,Denticheck_Clinical_Services,Rift_Valley,Nakuru,Gilgil,Kasarani,Medical_Clinic,Private_Practice_-_Unspecified,Kasarani,Within_Kasarani_shoppng_centre_near_Kasarani_dispensary,NAIVASHA,Within_Kasarani_shopping_centre,0,0,Nairobi,Hospital_Director,N,Y,Operational
19694,Dentmind_Dental_Clinic_Kitengela,Rift_Valley,Kajiado,Isinya,Kitengela,Dental_Clinic,Private_Practice_-_General_Practitioner,Kitengela,Kitengela_Town,KAJIADO_NORTH,Kitengela,0,0,,Doctor_In_Charge,N,Y,Operational
14402,Dentomed_Clinic,Rift_Valley,Nakuru,Molo,Molo,Medical_Clinic,Private_Enterprise_(Institution),Molo_Town,Molo_Town,MOLO,Molo,0,0,Molo,,N,N,Operational
18457,Derkale_Dispensary,North_Eastern,Mandera,Banisa,Banisa_Division,Dispensary,Ministry_of_Health,Derkale,Along_Takaba_Banisa_Road,MANDERA_WEST,Banisa,0,0,Takaba,,N/A,N/A,Operational
13327,Dertu_Health_Centre,North_Eastern,Garissa,Dadaab,Dadaab,Health_Centre,Ministry_of_Health,Dertu,along_Garissa_shantabaq_way,LAGDERA,Dadaab,0,0,Modogashe,Nursing_Officer_in_Charge,N,N,Operational
13326,Dertu_Medical_Clinic,North_Eastern,Garissa,Garissa,Central,Medical_Clinic,Private_Practice_-_Clinical_Officer,Central,,DUJIS,Garissa,0,0,,,N,N,Operational
20489,Dessein_Health_Care,Nairobi,Nairobi,Makadara,Nairobi_South,Medical_Clinic,Private_Practice_-_General_Practitioner,Hazina,Located_Next_To_Naivas_Super_Market_Hazina,MAKADARA,Hazina_shopping_Complex,0,0,Nairobi,Hospital_Director,N,Y,Operational
17949,Destiny_Medical_Centre_(Ruaraka),Nairobi,Nairobi,Ruaraka,Kasarani,Dispensary,Private_Practice_-_Unspecified,Kasarani,__Ngumba_estate_Behind_kenya_breweries_,RUARAKA,Ngumba_estate,0,0,Ruaraka,,Y,Y,Operational
18839,Destiny_Medical_Clinic,Central,Kiambu,Limuru,Limuru,Medical_Clinic,Private_Enterprise_(Institution),Limuru,Limuru_clothes_market_behind_Rongai_supermarket_(DAKANJAWA_PLAZA)_next_to_Emida_house,LIMURU,Limuru_Market,0,0,karuri,,N,Y,Operational
19717,Destiny_Medical_Clinic_(Kinoro-Imenti_South),Eastern,Meru,Imenti_South,Igoji_East,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Kinoro,,SOUTH_IMENTI,Igoji,0,0,Kinoro,Nursing_Officer_in_Charge,N,Y,Operational
17537,Deteni_Medical_Clinic,Coast,Kilifi,Rabai,Rabai,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mgumo_wa_Patsa,Mazeras_-_Kaloleni_Road_,KALOLENI,Mazeras,2,0,Mombasa,Clinical_Officer,Y,Y,Operational
17904,Devki_Staff_Clinic,Eastern,Machakos,Athi_River,Athi_River,Medical_Clinic,Parastatal,Mavoko,,KATHIANI,Mavoko,1,1,,Nursing_Officer_in_Charge,N,Y,Operational
19265,Devki_Staff_Clinic_(Ruiru),Central,Kiambu,Ruiru,Ruiru,Medical_Clinic,Company_Medical_Service,Ruiru,Located_at_Devki_Steel_Mills_company_Ruiru,JUJA,Ruiru,0,0,Nairobi,Clinical_Officer,N,N,Operational
20143,"Devlink_Africa_VCT,_Mbita",Nyanza,Homa_Bay,Mbita,Mbita,VCT_Centre_(Stand-Alone),Non-Governmental_Organizations,Township,Devlink_Africa_VCT_is_situated_next_to_ICIPE_from_the_junction_next_to_Mbita_Police_Post_behind_the_Mbita_Sub_Count_Officer_of_Education._Offices._,MBITA,Mbita,0,0,Mbita,,N,N,Operational
20976,DG_Peters_Med_Clinic,Eastern,Makueni,Mbooni_West,Mbooni,Medical_Clinic,Private_Practice_-_Clinical_Officer,Mutitu,,MBOONI,Kikima,1,1,,Clinical_Officer,N,Y,Operational
19004,Dhanun_Clinic,North_Eastern,Garissa,Garissa,,Medical_Clinic,Private_Practice_-_General_Practitioner,,,DUJIS,,0,0,,,N,Y,Operational
19874,Dhmt,Rift_Valley,Bomet,Sotik,Sotik,District_Health_Office,Ministry_of_Health,Kimase,About_500m_from_Sotik_town,SOTIK_(PART),Sotik_Town,0,0,Sotik,Doctor_In_Charge,N,N,Operational
10108,Diana_Medical_Clinic,Central,Nyeri,Nyeri_Central,Municipality,Medical_Clinic,Private_Practice_-_Nurse_/_Midwife,Majengo,,NYERI_TOWN,Nyeri_Town,0,0,Nyeri,,N,N,Operational
18499,Diani_Beach_Hospital,Coast,Kwale,Msambweni,Diani,Other_Hospital,Private_Practice_-_General_Practitioner,Gombato,Next_to_Leisure_Lodge_Golf_Resort,MSAMBWENI,Ukunda,19,0,Diani,Doctor_In_Charge,Y,Y,Operational
12916,Diani_Dispensary,Nairobi,Nairobi,Kamukunji,Eastleign_South,Dispensary,Private_Enterprise_(Institution),,,KAMUKUNJI,Nairobi,0,0,,,N,N,Operational
11304,Diani_Health_Centre,Coast,Kwale,Msambweni,Diani,Health_Centre,Ministry_of_Health,Gombato,Along_Mombasa-Lungalunga_Rd,MSAMBWENI,Diani,6,1,Ukunda,Clinical_Officer,Y,Y,Operational
18897,Dice_Clinic_Migori,Nyanza,Migori,Migori,Suba_Central,Medical_Clinic,Non-Governmental_Organizations,Wasweta_1,Situated_along_police_line_next_to_Glory_Academy,MIGORI,Police_line,2,0,Migori,Clinical_Officer,N,Y,Operational
11305,Dida_Dispensary,Coast,Kilifi,Ganze,Vitengeni,Dispensary,Ministry_of_Health,Dida,Along_Kilifi_Matano_manne_Vitengeni_road_near_Dida_primary_school,GANZE,Vitengeni,0,0,Vitengeni,Nursing_Officer_in_Charge,N,N,Operational
11306,Didewaride_Dispensary,Coast,Lamu,Lamu_West,Witu,Dispensary,Ministry_of_Health,Didewaride,Along_Witu_Garsen_road-_1_km_west,LAMU_WEST,Didewaride,0,0,Witu,Nursing_Officer_in_Charge,N,N,Operational
13533,Dienya_Health_Centre,Nyanza,Siaya,Gem,Wagai,Health_Centre,Ministry_of_Health,Dienya_West,,GEM,Dienya_(Apuoyo)_Market,,0,,,N,N,Operational
10109,Difathas_Catholic_Dispensary,Central,Kirinyaga,Kirinyaga_South,Mwea,Dispensary,Kenya_Episcopal_Conference-Catholic_Secretariat,Kamunyange,"Off_NRB/Embu_road,_Difathas_shopping_centre,_inside_the_Daifathas__catholic_church_compound",MWEA,Difathas,0,0,Embu,Nursing_Officer_in_Charge,N,N,Operational
